cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
4978	15,02	3,9	09/04/2013	157	1
8932			09/04/2013	485	2
3517			09/04/2013		
3532			09/04/2013		
3166			09/04/2013	340	1
3227			09/04/2013		
4971	16,45	2,2	09/04/2013	165	1
4994	23,02	4,6	09/04/2013	95	1
3500			09/04/2013		
8970	20,42	4,1	09/04/2013	142	2
3129	16,59	3,6	09/04/2013	164	2
7			09/04/2013		
4965	25,24	5,3	09/04/2013	135	1
3509			09/04/2013		
3514			09/04/2013		
4997			09/04/2013		
3536			09/04/2013		
3140			09/04/2013	549	1
5004			10/04/2013		
3495			10/04/2013		
4997			10/04/2013		
3517			10/04/2013		
14			10/04/2013		
17			10/04/2013		
8959	28,83	4,7	10/04/2013	212	2
3541			10/04/2013		
3532			10/04/2013		
4990	30,11	5,1	10/04/2013	16	1
3514			10/04/2013		
3500			10/04/2013		
4965	18,06	3,9	10/04/2013	136	1
4977			10/04/2013		
3216			10/04/2013		
3230			10/04/2013		
3133	24,14	4,0	10/04/2013	188	2
3536			10/04/2013		
3537			10/04/2013		
9			10/04/2013		
3507			10/04/2013		
3138	24,48	5,0	10/04/2013	157	2
4971	15,51	2,1	10/04/2013	166	1
8932			10/04/2013	486	2
3524			10/04/2013		
3505			10/04/2013		
3140			10/04/2013	550	1
8970	33,65	6,9	10/04/2013	143	2
3227			10/04/2013		
8936	16,52	4,0	10/04/2013	199	3
1			10/04/2013		
7			10/04/2013		
3166			10/04/2013	341	1
4978	16,16	4,1	10/04/2013	158	1
8949	31,99	6,1	10/04/2013	199	3
8946	11,62	2,2	10/04/2013	227	3
3129	17,59	3,9	10/04/2013	165	2
8941	19,70	4,2	10/04/2013	260	2
4994	18,39	3,7	10/04/2013	96	1
8933	25,72	4,7	10/04/2013	315	2
3504			10/04/2013		
3509			10/04/2013		
3532			11/04/2013		
14			11/04/2013		
17			11/04/2013		
9			11/04/2013		
3133	22,49	4,6	11/04/2013	189	2
3537			11/04/2013		
3505			11/04/2013		
3216			11/04/2013		
8932			11/04/2013	487	2
3517			11/04/2013		
4994	22,05	4,4	11/04/2013	97	1
3507			11/04/2013		
3524			11/04/2013		
5004			11/04/2013		
3541			11/04/2013		
4978	18,37	4,6	11/04/2013	159	1
8959	24,69	4,9	11/04/2013	213	2
8936	25,64	6,1	11/04/2013	200	3
3504			11/04/2013		
8949	25,26	4,5	11/04/2013	200	3
3230			11/04/2013		
4990	30,11	5,3	11/04/2013	17	1
8941	24,95	5,4	11/04/2013	261	2
3536			11/04/2013		
4965	28,12	5,9	11/04/2013	137	1
8970	25,57	6,1	11/04/2013	144	2
3514			11/04/2013		
8933	26,36	5,0	11/04/2013	316	2
3495			11/04/2013		
7			11/04/2013		
3227			11/04/2013		
1			11/04/2013		
4977			11/04/2013		
8946	27,48	4,8	11/04/2013	228	3
3509			11/04/2013		
4997			11/04/2013		
3166			11/04/2013	342	1
4971	18,59	2,4	11/04/2013	167	1
3129	26,41	6,1	11/04/2013	166	2
3500			11/04/2013		
3138	25,74	4,9	11/04/2013	158	2
3140			11/04/2013	551	1
8933	28,70	5,3	12/04/2013	317	2
8949	22,67	4,2	12/04/2013	201	3
8946	24,41	4,2	12/04/2013	229	3
3495			12/04/2013		
3230			12/04/2013		
3524			12/04/2013		
3509			12/04/2013		
3507			12/04/2013		
5004			12/04/2013		
3138	30,21	5,2	12/04/2013	159	2
8970	27,13	5,7	12/04/2013	145	2
3500			12/04/2013		
7			12/04/2013		
3514			12/04/2013		
4977			12/04/2013		
4997			12/04/2013		
3140			12/04/2013	552	1
3537			12/04/2013		
8932			12/04/2013	488	2
14			12/04/2013		
9			12/04/2013		
3504			12/04/2013		
8936	18,40	4,2	12/04/2013	201	3
17			12/04/2013		
3541			12/04/2013		
3129	21,72	4,6	12/04/2013	167	2
3133	19,14	3,7	12/04/2013	190	2
3227			12/04/2013		
3505			12/04/2013		
4971	10,97	1,6	12/04/2013	168	1
3166			12/04/2013	343	1
4990	28,39	4,9	12/04/2013	18	1
8959	35,47	6,5	12/04/2013	214	2
4965	20,32	4,3	12/04/2013	138	1
8941	12,15	3,0	12/04/2013	262	2
1			12/04/2013		
3536			12/04/2013		
4978	17,96	4,6	12/04/2013	160	1
4994	19,09	3,9	12/04/2013	98	1
3532			12/04/2013		
3517			12/04/2013		
3216			12/04/2013		
3541			13/04/2013		
3230			13/04/2013		
4990	31,53	5,5	13/04/2013	19	1
4997			13/04/2013		
3504			13/04/2013		
5004			13/04/2013		
3524			13/04/2013		
8959	28,10	4,9	13/04/2013	215	2
17			13/04/2013		
8933	21,94	4,2	13/04/2013	318	2
3505			13/04/2013		
8932			13/04/2013	489	2
8970	25,10	5,4	13/04/2013	146	2
4965	23,78	4,9	13/04/2013	139	1
3140			13/04/2013	553	1
8936	23,75	5,1	13/04/2013	202	3
3507			13/04/2013		
3166			13/04/2013	344	1
8941	35,57	6,3	13/04/2013	263	2
3133	21,56	4,3	13/04/2013	191	2
3129	22,20	5,2	13/04/2013	168	2
3532			13/04/2013		
3227			13/04/2013		
3509			13/04/2013		
8949	29,91	6,5	13/04/2013	202	3
1			13/04/2013		
9			13/04/2013		
3138	26,55	4,9	13/04/2013	160	2
4994	18,87	3,8	13/04/2013	99	1
4971	9,24	1,9	13/04/2013	169	1
7			13/04/2013		
3216			13/04/2013		
3536			13/04/2013		
4977			13/04/2013		
3517			13/04/2013		
14			13/04/2013		
3500			13/04/2013		
4978	19,37	5,6	13/04/2013	161	1
3537			13/04/2013		
3514			13/04/2013		
8946	22,97	3,9	13/04/2013	230	3
3495			13/04/2013		
3216			14/04/2013		
4978	17,74	4,2	14/04/2013	162	1
8933	30,59	5,5	14/04/2013	319	2
3532			14/04/2013		
4965	24,92	5,0	14/04/2013	140	1
8959	25,54	4,8	14/04/2013	216	2
3536			14/04/2013		
4994	19,93	4,0	14/04/2013	100	1
8932			14/04/2013	490	2
3140			14/04/2013	554	1
8970	36,48	7,8	14/04/2013	147	2
3495			14/04/2013		
14			14/04/2013		
4990	31,64	5,0	14/04/2013	20	1
8941	27,82	5,4	14/04/2013	264	2
9			14/04/2013		
3166			14/04/2013	345	1
4997			14/04/2013		
3505			14/04/2013		
3514			14/04/2013		
3504			14/04/2013		
3509			14/04/2013		
3227			14/04/2013		
3537			14/04/2013		
3138	24,53	4,4	14/04/2013	161	2
8946	21,76	4,0	14/04/2013	231	3
3524			14/04/2013		
8936	25,81	5,8	14/04/2013	203	3
17			14/04/2013		
3230			14/04/2013		
8949	21,15	3,8	14/04/2013	203	3
3500			14/04/2013		
3507			14/04/2013		
1			14/04/2013		
3129	24,29	5,5	14/04/2013	169	2
3517			14/04/2013		
3133	22,04	4,5	14/04/2013	192	2
4971	16,47	1,8	14/04/2013	170	1
5004			14/04/2013		
4977			14/04/2013		
3541			14/04/2013		
7			14/04/2013		
3505			15/04/2013		
3138	29,80	5,4	15/04/2013	162	2
4990	29,27	4,3	15/04/2013	21	1
4971	18,27	2,4	15/04/2013	171	1
8949	31,61	5,7	15/04/2013	204	3
8970	22,66	4,7	15/04/2013	148	2
3536			15/04/2013		
7			15/04/2013		
1			15/04/2013		
3133	16,97	3,5	15/04/2013	193	2
3216			15/04/2013		
3129	17,60	4,1	15/04/2013	170	2
3227			15/04/2013		
3495			15/04/2013		
3140			15/04/2013	555	1
3230			15/04/2013		
8959	27,28	4,9	15/04/2013	217	2
3507			15/04/2013		
8932			15/04/2013	491	2
3532			15/04/2013		
4978	17,16	4,3	15/04/2013	163	1
3504			15/04/2013		
3500			15/04/2013		
3166			15/04/2013	346	1
8933	30,56	5,3	15/04/2013	320	2
3524			15/04/2013		
8946	15,71	2,6	15/04/2013	232	3
3537			15/04/2013		
4965	17,00	3,4	15/04/2013	141	1
5004			15/04/2013		
9			15/04/2013		
4977			15/04/2013		
3509			15/04/2013		
4994	21,76	4,3	15/04/2013	101	1
3517			15/04/2013		
3514			15/04/2013		
8936	19,90	4,3	15/04/2013	204	3
14			15/04/2013		
3541			15/04/2013		
8941	23,62	4,1	15/04/2013	265	2
17			15/04/2013		
4997			15/04/2013		
3509			16/04/2013		
14			16/04/2013		
3227			16/04/2013		
3541			16/04/2013		
3504			16/04/2013		
3507			16/04/2013		
4997			16/04/2013		
3514			16/04/2013		
3532			16/04/2013		
3166			16/04/2013	347	1
8936	21,24	3,7	16/04/2013	205	3
17			16/04/2013		
3505			16/04/2013		
8933	23,93	3,8	16/04/2013	321	2
3140			16/04/2013	556	1
3524			16/04/2013		
4977			16/04/2013		
3500			16/04/2013		
5004			16/04/2013		
8949	24,05	4,3	16/04/2013	205	3
3230			16/04/2013		
8970	27,22	4,7	16/04/2013	149	2
3133	15,32	2,1	16/04/2013	194	2
7			16/04/2013		
4965	34,75	4,9	16/04/2013	142	1
8959	28,02	3,8	16/04/2013	218	2
3537			16/04/2013		
3536			16/04/2013		
8946	29,70	3,5	16/04/2013	233	3
3138	29,57	4,6	16/04/2013	163	2
4971	16,98	2,0	16/04/2013	172	1
8932			16/04/2013	492	2
3495			16/04/2013		
4990	37,91	4,6	16/04/2013	22	1
4978	21,34	3,9	16/04/2013	164	1
8941	31,70	4,1	16/04/2013	266	2
4994	17,82	3,2	16/04/2013	102	1
3517			16/04/2013		
3129	20,90	3,6	16/04/2013	171	2
9			16/04/2013		
3216			16/04/2013		
1			16/04/2013		
3524			17/04/2013		
3536			17/04/2013		
3514			17/04/2013		
3504			17/04/2013		
7			17/04/2013		
8932			17/04/2013	493	2
9			17/04/2013		
5004			17/04/2013		
3541			17/04/2013		
1			17/04/2013		
14			17/04/2013		
3495			17/04/2013		
8941	27,85	3,1	17/04/2013	267	2
3500			17/04/2013		
4971	16,74	1,1	17/04/2013	173	1
3505			17/04/2013		
4965	21,53	3,5	17/04/2013	143	1
3537			17/04/2013		
8949	22,63	3,8	17/04/2013	206	3
3138	22,98	3,7	17/04/2013	164	2
3227			17/04/2013		
4994	20,37	3,6	17/04/2013	103	1
3216			17/04/2013		
3509			17/04/2013		
4978	25,70	2,5	17/04/2013	165	1
8959	27,56	5,2	17/04/2013	219	2
3507			17/04/2013		
4990	28,40	4,3	17/04/2013	23	1
8933	24,92	3,7	17/04/2013	322	2
4997			17/04/2013		
3140			17/04/2013	557	1
3532			17/04/2013		
3133	22,89	3,8	17/04/2013	195	2
4977			17/04/2013		
8936	20,86	3,5	17/04/2013	206	3
8970	29,87	5,3	17/04/2013	150	2
3166			17/04/2013	348	1
8946	21,52	3,9	17/04/2013	234	3
3230			17/04/2013		
17			17/04/2013		
3517			17/04/2013		
3129	27,50	4,0	17/04/2013	172	2
3505			18/04/2013		
3227			18/04/2013		
3140			18/04/2013	558	1
8941	32,36	4,2	18/04/2013	268	2
3517			18/04/2013		
3504			18/04/2013		
7			18/04/2013		
3129	22,12	3,4	18/04/2013	173	2
3524			18/04/2013		
8933	27,57	4,1	18/04/2013	323	2
3536			18/04/2013		
8949	26,95	4,4	18/04/2013	207	3
4971	15,93	1,0	18/04/2013	174	1
3509			18/04/2013		
3514			18/04/2013		
4978	12,43	3,2	18/04/2013	166	1
1			18/04/2013		
3500			18/04/2013		
3133	20,33	3,6	18/04/2013	196	2
8932			18/04/2013	494	2
4997			18/04/2013		
4990	30,35	5,5	18/04/2013	24	1
8970	30,32	5,5	18/04/2013	151	2
3537			18/04/2013		
3216			18/04/2013		
3495			18/04/2013		
8959	30,83	5,1	18/04/2013	220	2
3166			18/04/2013	349	1
8936	20,15	3,4	18/04/2013	207	3
8946	14,51	2,3	18/04/2013	235	3
5004			18/04/2013		
3532			18/04/2013		
3230			18/04/2013		
9			18/04/2013		
4965	21,79	3,4	18/04/2013	144	1
3541			18/04/2013		
14			18/04/2013		
17			18/04/2013		
3507			18/04/2013		
3138	27,21	4,2	18/04/2013	165	2
4977			18/04/2013		
4994	17,79	3,6	18/04/2013	104	1
4978	27,92	3,4	19/04/2013	167	1
3507			19/04/2013		
3537			19/04/2013		
3505			19/04/2013		
8959	27,70	5,0	19/04/2013	221	2
3504			19/04/2013		
8949	26,23	4,0	19/04/2013	208	3
3532			19/04/2013		
4997			19/04/2013		
1			19/04/2013		
3500			19/04/2013		
14			19/04/2013		
8932			19/04/2013	495	2
3227			19/04/2013		
5004			19/04/2013		
4971	15,93	1,0	19/04/2013	175	1
8946	27,81	4,3	19/04/2013	236	3
17			19/04/2013		
4965	24,47	3,7	19/04/2013	145	1
3133	23,00	3,8	19/04/2013	197	2
3166			19/04/2013	350	1
3514			19/04/2013		
4994	15,66	3,0	19/04/2013	105	1
3536			19/04/2013		
8970	28,18	5,0	19/04/2013	152	2
3541			19/04/2013		
8933	27,34	3,9	19/04/2013	324	2
8941	31,21	4,2	19/04/2013	269	2
3517			19/04/2013		
3138	24,48	4,1	19/04/2013	166	2
3509			19/04/2013		
4990	22,82	4,1	19/04/2013	25	1
4977			19/04/2013		
3129	22,72	3,5	19/04/2013	174	2
3140			19/04/2013	559	1
3495			19/04/2013		
3216			19/04/2013		
8936	20,83	3,4	19/04/2013	208	3
7			19/04/2013		
3230			19/04/2013		
9			19/04/2013		
3524			19/04/2013		
8933	27,00	4,0	20/04/2013	325	2
3517			20/04/2013		
3514			20/04/2013		
4994	23,43	4,1	20/04/2013	106	1
3504			20/04/2013		
3138	26,41	3,9	20/04/2013	167	2
3541			20/04/2013		
8949	25,53	3,9	20/04/2013	209	3
4978	18,56	3,3	20/04/2013	168	1
14			20/04/2013		
1			20/04/2013		
3509			20/04/2013		
3227			20/04/2013		
3524			20/04/2013		
3140			20/04/2013	560	1
8941	26,22	3,6	20/04/2013	270	2
3230			20/04/2013		
3505			20/04/2013		
3507			20/04/2013		
3532			20/04/2013		
8959	29,62	4,9	20/04/2013	222	2
8946	20,83	3,6	20/04/2013	237	3
8936	22,61	3,7	20/04/2013	209	3
3536			20/04/2013		
3495			20/04/2013		
3537			20/04/2013		
4977			20/04/2013		
8932			20/04/2013	496	2
9			20/04/2013		
4997			20/04/2013		
4965	21,53	3,2	20/04/2013	146	1
7			20/04/2013		
3166			20/04/2013	351	1
17			20/04/2013		
8970	27,55	4,9	20/04/2013	153	2
3500			20/04/2013		
4990	38,01	5,8	20/04/2013	26	1
3129	22,01	3,5	20/04/2013	175	2
3216			20/04/2013		
4971	15,69	1,0	20/04/2013	176	1
3133	17,53	3,4	20/04/2013	198	2
5004			20/04/2013		
3138	24,62	4,0	21/04/2013	168	2
3227			21/04/2013		
3500			21/04/2013		
8941	27,86	4,1	21/04/2013	271	2
3230			21/04/2013		
7			21/04/2013		
8932			21/04/2013	497	2
4977			21/04/2013		
3536			21/04/2013		
4971	16,31	0,8	21/04/2013	177	1
4997			21/04/2013		
5004			21/04/2013		
9			21/04/2013		
3216			21/04/2013		
8959	27,48	5,0	21/04/2013	223	2
3517			21/04/2013		
3524			21/04/2013		
3166			21/04/2013	352	1
4965	21,25	3,4	21/04/2013	147	1
3509			21/04/2013		
3495			21/04/2013		
1			21/04/2013		
3537			21/04/2013		
17			21/04/2013		
3514			21/04/2013		
3133	19,15	3,2	21/04/2013	199	2
8970	26,13	4,8	21/04/2013	154	2
8936	18,74	3,1	21/04/2013	210	3
3140			21/04/2013	561	1
4994	16,66	3,0	21/04/2013	107	1
3504			21/04/2013		
3129	19,51	3,3	21/04/2013	176	2
4990	34,47	5,3	21/04/2013	27	1
3505			21/04/2013		
3541			21/04/2013		
8933	29,35	4,5	21/04/2013	326	2
3507			21/04/2013		
4978	18,07	3,3	21/04/2013	169	1
8946	21,20	3,5	21/04/2013	238	3
8949	20,41	3,5	21/04/2013	210	3
14			21/04/2013		
3532			21/04/2013		
7			22/04/2013		
3532			22/04/2013		
3133	16,07	2,5	22/04/2013	200	2
3524			22/04/2013		
3227			22/04/2013		
8959	30,52	5,1	22/04/2013	224	2
8932			22/04/2013	498	2
4994	18,56	3,3	22/04/2013	108	1
3504			22/04/2013		
3500			22/04/2013		
4977			22/04/2013		
3230			22/04/2013		
5004			22/04/2013		
3517			22/04/2013		
9			22/04/2013		
3495			22/04/2013		
4965	23,51	3,5	22/04/2013	148	1
3166			22/04/2013	353	1
3138	26,32	3,9	22/04/2013	169	2
8941	28,20	4,1	22/04/2013	272	2
3140			22/04/2013	562	1
3129	24,21	3,8	22/04/2013	177	2
4971	16,70	1,2	22/04/2013	178	1
3536			22/04/2013		
3509			22/04/2013		
3541			22/04/2013		
8933	25,59	3,5	22/04/2013	327	2
4990	32,68	4,8	22/04/2013	28	1
3514			22/04/2013		
14			22/04/2013		
1			22/04/2013		
17			22/04/2013		
4978	21,09	3,9	22/04/2013	170	1
3505			22/04/2013		
3507			22/04/2013		
8949	25,48	4,8	22/04/2013	211	3
8936	21,41	3,8	22/04/2013	211	3
8970	24,57	4,6	22/04/2013	155	2
3216			22/04/2013		
4997			22/04/2013		
8946	14,55	2,3	22/04/2013	239	3
3537			22/04/2013		
14			23/04/2013		
3524			23/04/2013		
4978	20,35	3,5	23/04/2013	171	1
8941	28,25	4,1	23/04/2013	273	2
3536			23/04/2013		
4965	25,28	3,6	23/04/2013	149	1
8959	17,38	5,1	23/04/2013	225	2
3517			23/04/2013		
3500			23/04/2013		
3532			23/04/2013		
3216			23/04/2013		
4990	30,62	4,5	23/04/2013	29	1
3129	24,17	3,7	23/04/2013	178	2
3230			23/04/2013		
3140			23/04/2013	563	1
3504			23/04/2013		
4997			23/04/2013		
3505			23/04/2013		
4971	15,71	1,0	23/04/2013	179	1
7			23/04/2013		
8932			23/04/2013	499	2
5004			23/04/2013		
1			23/04/2013		
8936	23,78	3,8	23/04/2013	212	3
3537			23/04/2013		
9			23/04/2013		
3495			23/04/2013		
17			23/04/2013		
8970	32,67	5,7	23/04/2013	156	2
3138	25,80	4,0	23/04/2013	170	2
4977			23/04/2013		
4994	23,60	3,9	23/04/2013	109	1
3509			23/04/2013		
3541			23/04/2013		
8949	27,53	4,1	23/04/2013	212	3
3166			23/04/2013	354	1
8946	21,59	3,2	23/04/2013	240	3
3507			23/04/2013		
3133	30,11	4,6	23/04/2013	201	2
3227			23/04/2013		
8933	28,97	3,9	23/04/2013	328	2
3514			23/04/2013		
3514			24/04/2013		
3505			24/04/2013		
8941	27,26	3,8	24/04/2013	274	2
8946	23,04	3,3	24/04/2013	241	3
4965	28,48	4,1	24/04/2013	150	1
3504			24/04/2013		
4994	20,45	3,3	24/04/2013	110	1
3537			24/04/2013		
3495			24/04/2013		
3129	22,89	3,4	24/04/2013	179	2
3517			24/04/2013		
8959	30,59	2,9	24/04/2013	226	2
8949	17,21	2,3	24/04/2013	213	3
3536			24/04/2013		
4978	21,18	3,6	24/04/2013	172	1
3524			24/04/2013		
4990	35,39	5,0	24/04/2013	30	1
3133	21,95	3,4	24/04/2013	202	2
3541			24/04/2013		
3216			24/04/2013		
14			24/04/2013		
8936	20,01	3,2	24/04/2013	213	3
7			24/04/2013		
3500			24/04/2013		
17			24/04/2013		
5004			24/04/2013		
3138	30,95	4,2	24/04/2013	171	2
3509			24/04/2013		
3230			24/04/2013		
4977			24/04/2013		
4971	14,89	0,6	24/04/2013	180	1
3227			24/04/2013		
3140			24/04/2013	564	1
4997			24/04/2013		
3166	12,47	0,8	24/04/2013	0	2
8933	33,40	4,8	24/04/2013	329	2
1			24/04/2013		
3532			24/04/2013		
8932			24/04/2013	500	2
8970	28,41	5,0	24/04/2013	157	2
9			24/04/2013		
3507			24/04/2013		
4965	19,96	2,9	25/04/2013	151	1
8946	31,99	4,6	25/04/2013	242	3
3509			25/04/2013		
3517			25/04/2013		
1			25/04/2013		
8941	30,26	4,2	25/04/2013	275	2
8936	21,99	3,6	25/04/2013	214	3
3216			25/04/2013		
3230			25/04/2013		
3507			25/04/2013		
14			25/04/2013		
8933	23,74	3,3	25/04/2013	330	2
8932			25/04/2013	501	2
3140			25/04/2013	565	1
3537			25/04/2013		
4994	18,95	3,3	25/04/2013	111	1
3514			25/04/2013		
4977			25/04/2013		
3227			25/04/2013		
3532			25/04/2013		
7			25/04/2013		
8970	27,99	5,0	25/04/2013	158	2
3495			25/04/2013		
4990	39,71	5,5	25/04/2013	31	1
3166	7,10	1,2	25/04/2013	1	2
3524			25/04/2013		
4997			25/04/2013		
17			25/04/2013		
3500			25/04/2013		
3133	17,23	2,9	25/04/2013	203	2
4978	12,74	2,0	25/04/2013	173	1
5004			25/04/2013		
3504			25/04/2013		
8959	30,84	4,6	25/04/2013	227	2
3541			25/04/2013		
3505			25/04/2013		
3536			25/04/2013		
3129	22,14	3,4	25/04/2013	180	2
8949	36,97	5,2	25/04/2013	214	3
9			25/04/2013		
3138	25,06	3,8	25/04/2013	172	2
4971	11,91	0,8	25/04/2013	181	1
9			26/04/2013		
3507			26/04/2013		
3505			26/04/2013		
8970	29,12	5,1	26/04/2013	159	2
3166	7,53	1,5	26/04/2013	2	2
3532			26/04/2013		
4977			26/04/2013		
8959	28,46	4,5	26/04/2013	228	2
3133	20,78	3,6	26/04/2013	204	2
3230			26/04/2013		
3140			26/04/2013	566	1
17			26/04/2013		
5004			26/04/2013		
14			26/04/2013		
1			26/04/2013		
7			26/04/2013		
3504			26/04/2013		
4994	22,28	3,7	26/04/2013	112	1
3216			26/04/2013		
3537			26/04/2013		
4971	12,42	0,8	26/04/2013	182	1
3524			26/04/2013		
3129	26,76	3,9	26/04/2013	181	2
4965	24,44	3,7	26/04/2013	152	1
8933	30,57	4,5	26/04/2013	331	2
3514			26/04/2013		
3495			26/04/2013		
3509			26/04/2013		
3541			26/04/2013		
4990	37,33	5,2	26/04/2013	32	1
8932			26/04/2013	502	2
3536			26/04/2013		
8946	12,52	2,0	26/04/2013	243	3
8936	22,74	3,8	26/04/2013	215	3
3138	27,72	4,2	26/04/2013	173	2
3500			26/04/2013		
4978	20,78	4,0	26/04/2013	174	1
8949	11,56	2,2	26/04/2013	215	3
3517			26/04/2013		
3227			26/04/2013		
8941	25,38	3,2	26/04/2013	276	2
4997			26/04/2013		
8941	31,35	4,3	27/04/2013	277	2
8933	25,84	3,9	27/04/2013	332	2
3537			27/04/2013		
4965	18,53	3,0	27/04/2013	153	1
14			27/04/2013		
3514			27/04/2013		
3216			27/04/2013		
5004			27/04/2013		
4971	22,61	1,3	27/04/2013	183	1
3138	26,22	4,0	27/04/2013	174	2
4990	24,73	4,5	27/04/2013	33	1
3532			27/04/2013		
3166	4,87	1,4	27/04/2013	3	2
3495			27/04/2013		
3509			27/04/2013		
3500			27/04/2013		
17			27/04/2013		
1			27/04/2013		
3524			27/04/2013		
8946	15,54	2,2	27/04/2013	244	3
7			27/04/2013		
9			27/04/2013		
4978	28,23	4,0	27/04/2013	175	1
4997			27/04/2013		
8932			27/04/2013	503	2
3129	21,08	3,3	27/04/2013	182	2
3536			27/04/2013		
3230			27/04/2013		
3140			27/04/2013	567	1
3133	18,59	3,9	27/04/2013	205	2
3517			27/04/2013		
4977			27/04/2013		
3541			27/04/2013		
8970	26,08	5,0	27/04/2013	160	2
8949	34,25	5,2	27/04/2013	216	3
3504			27/04/2013		
3507			27/04/2013		
3505			27/04/2013		
8959	33,61	6,5	27/04/2013	229	2
8936	21,34	3,5	27/04/2013	216	3
4994	19,65	3,6	27/04/2013	113	1
3227			27/04/2013		
3504			28/04/2013		
3227			28/04/2013		
8949	27,73	3,9	28/04/2013	217	3
3216			28/04/2013		
5004			28/04/2013		
3140			28/04/2013	568	1
8946	26,63	3,3	28/04/2013	245	3
3138	23,82	3,9	28/04/2013	175	2
4965	25,91	3,7	28/04/2013	154	1
3541			28/04/2013		
3230			28/04/2013		
3537			28/04/2013		
17			28/04/2013		
4997			28/04/2013		
3500			28/04/2013		
14			28/04/2013		
8959	18,51	3,2	28/04/2013	230	2
3129	24,00	3,5	28/04/2013	183	2
9			28/04/2013		
3532			28/04/2013		
3517			28/04/2013		
4990	37,44	5,3	28/04/2013	34	1
3166	5,72	2,0	28/04/2013	4	2
3133	18,44	3,4	28/04/2013	206	2
4978	20,19	3,5	28/04/2013	176	1
8936	20,86	3,4	28/04/2013	217	3
3536			28/04/2013		
8932			28/04/2013	504	2
4994	17,41	3,1	28/04/2013	114	1
3524			28/04/2013		
3495			28/04/2013		
7			28/04/2013		
3509			28/04/2013		
8933	25,89	3,9	28/04/2013	333	2
8970	27,92	5,0	28/04/2013	161	2
3514			28/04/2013		
3507			28/04/2013		
4977			28/04/2013		
4971	15,73	1,0	28/04/2013	184	1
8941	29,85	4,7	28/04/2013	278	2
1			28/04/2013		
3505			28/04/2013		
3524			29/04/2013		
3166	9,54	2,6	29/04/2013	5	2
1			29/04/2013		
7			29/04/2013		
4997			29/04/2013		
3140			29/04/2013	569	1
4971	15,87	1,0	29/04/2013	185	1
3532			29/04/2013		
3504			29/04/2013		
4978	20,07	3,6	29/04/2013	177	1
8946	21,45	3,4	29/04/2013	246	3
8970	26,21	4,9	29/04/2013	162	2
8959	27,46	6,2	29/04/2013	231	2
4994	19,76	3,6	29/04/2013	115	1
3505			29/04/2013		
8941	23,12	3,2	29/04/2013	279	2
3517			29/04/2013		
8932	13,98	0,8	29/04/2013	505	2
3129	25,25	3,6	29/04/2013	184	2
3138	25,70	4,0	29/04/2013	176	2
4990	36,68	5,2	29/04/2013	35	1
3216			29/04/2013		
5004			29/04/2013		
4965	24,22	3,5	29/04/2013	155	1
3541			29/04/2013		
14			29/04/2013		
3227			29/04/2013		
3230			29/04/2013		
3495			29/04/2013		
17			29/04/2013		
3509			29/04/2013		
3537			29/04/2013		
8936	21,96	3,6	29/04/2013	218	3
3514			29/04/2013		
3536			29/04/2013		
3500			29/04/2013		
3507			29/04/2013		
4977			29/04/2013		
9			29/04/2013		
8949	28,26	4,1	29/04/2013	218	3
8933	27,90	4,1	29/04/2013	334	2
3133	19,83	3,5	29/04/2013	207	2
3140			30/04/2013	570	1
8936	21,33	3,5	30/04/2013	219	3
3216			30/04/2013		
3505			30/04/2013		
3166	26,72	2,5	30/04/2013	6	2
3504			30/04/2013		
3495			30/04/2013		
8946	20,15	3,3	30/04/2013	247	3
4965	23,90	3,5	30/04/2013	156	1
4990	34,74	4,8	30/04/2013	36	1
4971	10,74	0,6	30/04/2013	186	1
7			30/04/2013		
8949	20,04	3,0	30/04/2013	219	3
3517			30/04/2013		
3129	24,15	3,5	30/04/2013	185	2
4978	20,27	3,5	30/04/2013	178	1
3509			30/04/2013		
3537			30/04/2013		
3230			30/04/2013		
3536			30/04/2013		
8959	26,78	3,2	30/04/2013	232	2
3514			30/04/2013		
3532			30/04/2013		
14			30/04/2013		
3138	28,60	4,2	30/04/2013	177	2
17			30/04/2013		
3524			30/04/2013		
9			30/04/2013		
8933	29,58	4,0	30/04/2013	335	2
3133	17,72	3,0	30/04/2013	208	2
3227			30/04/2013		
3500			30/04/2013		
3507			30/04/2013		
8932	11,16	1,2	30/04/2013	506	2
3541			30/04/2013		
4977			30/04/2013		
5004			30/04/2013		
4994	19,26	3,6	30/04/2013	116	1
1			30/04/2013		
8941	20,34	3,5	30/04/2013	280	2
8970	29,59	5,3	30/04/2013	163	2
4997			30/04/2013		
3532			01/05/2013		
8941	35,28	4,4	01/05/2013	281	2
4965	27,00	3,8	01/05/2013	157	1
3504			01/05/2013		
3227			01/05/2013		
4977			01/05/2013		
3138	25,14	3,8	01/05/2013	178	2
8936	20,61	3,4	01/05/2013	220	3
8949	34,54	4,8	01/05/2013	220	3
14			01/05/2013		
4978	20,69	3,5	01/05/2013	179	1
3140			01/05/2013	571	1
8946	23,01	3,4	01/05/2013	248	3
4994	18,72	3,3	01/05/2013	117	1
7			01/05/2013		
3536			01/05/2013		
8959	42,17	6,5	01/05/2013	233	2
3507			01/05/2013		
