cellules exporté sur '23/11/2014' 10:16.
 De '01/01/2013' à 31/12/2013.
Lot: BOX VACHES VMS

Numéro de l'animal	Production quotidienne	Cons. en concentrés	Date	Jours en lactation	Lactation
3166	16,44	2,3	22/01/2013	263	1
1			22/01/2013		
4994	16,88	4,6	22/01/2013	18	1
4978	24,89	4,9	22/01/2013	80	1
4990			22/01/2013		
8932	17,52	2,5	22/01/2013	408	2
4965	22,97	4,2	22/01/2013	58	1
4977			22/01/2013		
3517			22/01/2013		
8933	21,47	4,4	22/01/2013	237	2
8946	20,62	3,9	22/01/2013	149	3
3230			22/01/2013		
3541			22/01/2013		
4997			22/01/2013		
3514			23/01/2013		
7			23/01/2013		
4997			23/01/2013		
3133	19,58	4,6	23/01/2013	111	2
3227			23/01/2013		
3507			23/01/2013		
3495			23/01/2013		
3500			23/01/2013		
9			23/01/2013		
4990			23/01/2013		
3138	31,97	5,6	23/01/2013	80	2
14			23/01/2013		
1			23/01/2013		
8932	16,27	2,4	23/01/2013	409	2
8933	32,29	6,2	23/01/2013	238	2
8970	34,05	7,2	23/01/2013	66	2
3230			23/01/2013		
3505			23/01/2013		
4965	31,41	5,8	23/01/2013	59	1
5004			23/01/2013		
3532			23/01/2013		
3536			23/01/2013		
3517			23/01/2013		
3537			23/01/2013		
8949	27,81	5,0	23/01/2013	122	3
8936	25,84	5,8	23/01/2013	122	3
8941	20,62	6,4	23/01/2013	183	2
3140	16,50	2,5	23/01/2013	473	1
3129	22,25	4,5	23/01/2013	88	2
4971	18,40	3,2	23/01/2013	89	1
3216			23/01/2013		
8959	16,39	2,7	23/01/2013	135	2
3524			23/01/2013		
3541			23/01/2013		
3166	20,27	2,6	23/01/2013	264	1
17			23/01/2013		
3509			23/01/2013		
8946	20,17	3,9	23/01/2013	150	3
3504			23/01/2013		
4994	22,27	5,5	23/01/2013	19	1
4978	33,43	6,3	23/01/2013	81	1
4977			23/01/2013		
8941	20,41	5,9	24/01/2013	184	2
4977			24/01/2013		
8959	33,31	5,2	24/01/2013	136	2
4994	19,45	4,2	24/01/2013	20	1
8933	18,98	3,8	24/01/2013	239	2
5004			24/01/2013		
3517			24/01/2013		
3166	18,39	2,2	24/01/2013	265	1
8932	16,99	2,3	24/01/2013	410	2
3524			24/01/2013		
8946	21,20	4,0	24/01/2013	151	3
3514			24/01/2013		
4965	28,73	5,1	24/01/2013	60	1
3227			24/01/2013		
1			24/01/2013		
3138	23,09	5,3	24/01/2013	81	2
4978	14,46	3,3	24/01/2013	82	1
3537			24/01/2013		
17			24/01/2013		
7			24/01/2013		
14			24/01/2013		
3216			24/01/2013		
3541			24/01/2013		
3507			24/01/2013		
3129	25,08	5,1	24/01/2013	89	2
3536			24/01/2013		
3500			24/01/2013		
3495			24/01/2013		
3504			24/01/2013		
9			24/01/2013		
3140	16,67	2,3	24/01/2013	474	1
8949	26,26	5,3	24/01/2013	123	3
4997			24/01/2013		
3505			24/01/2013		
3509			24/01/2013		
3230			24/01/2013		
8936	24,83	5,2	24/01/2013	123	3
3133	23,91	5,5	24/01/2013	112	2
4990			24/01/2013		
8970	26,97	5,8	24/01/2013	67	2
3532			24/01/2013		
4971	18,80	2,6	24/01/2013	90	1
5004			25/01/2013		
3532			25/01/2013		
4965	20,47	4,1	25/01/2013	61	1
3524			25/01/2013		
3138	23,85	5,0	25/01/2013	82	2
3500			25/01/2013		
3230			25/01/2013		
3517			25/01/2013		
8932	16,30	1,9	25/01/2013	411	2
8936	25,47	5,0	25/01/2013	124	3
17			25/01/2013		
4977			25/01/2013		
3140	15,13	1,6	25/01/2013	475	1
4994	18,74	3,6	25/01/2013	21	1
3216			25/01/2013		
7			25/01/2013		
3536			25/01/2013		
1			25/01/2013		
8941	20,87	4,5	25/01/2013	185	2
8946	17,58	3,3	25/01/2013	152	3
4978	20,63	4,7	25/01/2013	83	1
3495			25/01/2013		
3227			25/01/2013		
3537			25/01/2013		
4990			25/01/2013		
3505			25/01/2013		
8949	25,75	4,8	25/01/2013	124	3
8933	27,19	5,2	25/01/2013	240	2
4997			25/01/2013		
3509			25/01/2013		
3504			25/01/2013		
3133	22,26	5,0	25/01/2013	113	2
4971	17,31	1,6	25/01/2013	91	1
8959	24,62	3,9	25/01/2013	137	2
8970	21,71	4,9	25/01/2013	68	2
3166	19,23	2,1	25/01/2013	266	1
9			25/01/2013		
3541			25/01/2013		
14			25/01/2013		
3129	24,59	4,9	25/01/2013	90	2
3507			25/01/2013		
3514			25/01/2013		
3537			26/01/2013		
7			26/01/2013		
3517			26/01/2013		
14			26/01/2013		
3500			26/01/2013		
3541			26/01/2013		
4978	21,40	4,8	26/01/2013	84	1
3509			26/01/2013		
3227			26/01/2013		
3166	10,64	1,3	26/01/2013	267	1
3514			26/01/2013		
3129	26,91	5,4	26/01/2013	91	2
8946	24,66	4,4	26/01/2013	153	3
8933	28,59	5,5	26/01/2013	241	2
3507			26/01/2013		
9			26/01/2013		
8949	27,56	4,8	26/01/2013	125	3
3532			26/01/2013		
3133	22,68	5,2	26/01/2013	114	2
3140	20,18	2,5	26/01/2013	476	1
4977			26/01/2013		
8970	31,89	7,0	26/01/2013	69	2
3495			26/01/2013		
3504			26/01/2013		
3536			26/01/2013		
3524			26/01/2013		
4997			26/01/2013		
3505			26/01/2013		
8936	26,83	5,3	26/01/2013	125	3
3138	24,60	4,9	26/01/2013	83	2
8941	22,11	5,0	26/01/2013	186	2
3230			26/01/2013		
8932	16,89	2,1	26/01/2013	412	2
4994	24,40	5,1	26/01/2013	22	1
17			26/01/2013		
4971	16,81	1,9	26/01/2013	92	1
5004			26/01/2013		
4965	31,21	5,5	26/01/2013	62	1
8959	24,39	4,1	26/01/2013	138	2
3216			26/01/2013		
1			26/01/2013		
4990			26/01/2013		
3517			27/01/2013		
7			27/01/2013		
3140	14,00	1,8	27/01/2013	477	1
3495			27/01/2013		
3216			27/01/2013		
4977			27/01/2013		
17			27/01/2013		
3536			27/01/2013		
3227			27/01/2013		
4997			27/01/2013		
3514			27/01/2013		
8959	22,78	3,8	27/01/2013	139	2
8933	25,57	4,8	27/01/2013	242	2
8932	16,41	1,9	27/01/2013	413	2
4978	25,47	5,4	27/01/2013	85	1
4965	26,34	5,1	27/01/2013	63	1
3509			27/01/2013		
5004			27/01/2013		
3537			27/01/2013		
3129	21,27	4,6	27/01/2013	92	2
8946	19,85	3,6	27/01/2013	154	3
3504			27/01/2013		
4990			27/01/2013		
1			27/01/2013		
3524			27/01/2013		
4971	18,71	2,1	27/01/2013	93	1
3532			27/01/2013		
3138	23,74	4,9	27/01/2013	84	2
3505			27/01/2013		
14			27/01/2013		
8949	21,15	4,6	27/01/2013	126	3
8970	25,79	6,0	27/01/2013	70	2
3166	14,60	2,7	27/01/2013	268	1
3541			27/01/2013		
3230			27/01/2013		
3507			27/01/2013		
4994	17,63	3,7	27/01/2013	23	1
3133	25,24	5,7	27/01/2013	115	2
8941	22,54	5,0	27/01/2013	187	2
3500			27/01/2013		
9			27/01/2013		
8936	22,75	4,9	27/01/2013	126	3
4990			28/01/2013		
9			28/01/2013		
8941	19,92	4,6	28/01/2013	188	2
3524			28/01/2013		
8970	27,29	6,0	28/01/2013	71	2
3230			28/01/2013		
5004			28/01/2013		
14			28/01/2013		
1			28/01/2013		
3166	14,06	1,1	28/01/2013	269	1
8936	25,94	5,4	28/01/2013	127	3
3517			28/01/2013		
4965	28,28	5,1	28/01/2013	64	1
8933	23,26	4,2	28/01/2013	243	2
3133	21,24	4,9	28/01/2013	116	2
3541			28/01/2013		
3536			28/01/2013		
7			28/01/2013		
8959	24,68	3,9	28/01/2013	140	2
4997			28/01/2013		
8949	29,33	5,5	28/01/2013	127	3
3532			28/01/2013		
3507			28/01/2013		
8946	23,76	4,2	28/01/2013	155	3
3509			28/01/2013		
3227			28/01/2013		
4977			28/01/2013		
4994	16,61	3,5	28/01/2013	24	1
4978	19,22	4,2	28/01/2013	86	1
3140	15,36	2,1	28/01/2013	478	1
3537			28/01/2013		
3495			28/01/2013		
4971	15,63	1,9	28/01/2013	94	1
3504			28/01/2013		
3500			28/01/2013		
8932	17,46	2,1	28/01/2013	414	2
3505			28/01/2013		
3216			28/01/2013		
17			28/01/2013		
3514			28/01/2013		
3129	24,61	5,1	28/01/2013	93	2
3138	21,24	4,5	28/01/2013	85	2
9			29/01/2013		
4978	26,31	6,1	29/01/2013	87	1
3495			29/01/2013		
8936	24,97	4,8	29/01/2013	128	3
3541			29/01/2013		
3532			29/01/2013		
3514			29/01/2013		
4965	28,37	5,3	29/01/2013	65	1
4997			29/01/2013		
3500			29/01/2013		
3133	22,96	5,2	29/01/2013	117	2
3216			29/01/2013		
3507			29/01/2013		
17			29/01/2013		
3505			29/01/2013		
8949	28,87	5,0	29/01/2013	128	3
3517			29/01/2013		
8941	23,62	5,1	29/01/2013	189	2
3537			29/01/2013		
3536			29/01/2013		
4990			29/01/2013		
3129	26,51	5,3	29/01/2013	94	2
8970	25,54	5,9	29/01/2013	72	2
1			29/01/2013		
8932	16,24	2,0	29/01/2013	415	2
3504			29/01/2013		
3509			29/01/2013		
4977			29/01/2013		
4971	18,39	2,2	29/01/2013	95	1
3227			29/01/2013		
3140	14,12	1,9	29/01/2013	479	1
8933	31,21	6,0	29/01/2013	244	2
3166	15,14	1,8	29/01/2013	270	1
3524			29/01/2013		
3230			29/01/2013		
7			29/01/2013		
5004			29/01/2013		
14			29/01/2013		
4994	21,54	4,7	29/01/2013	25	1
8959	24,11	4,0	29/01/2013	141	2
3138	22,93	4,5	29/01/2013	86	2
8946	22,31	4,0	29/01/2013	156	3
3536			30/01/2013		
3505			30/01/2013		
8936	23,52	4,7	30/01/2013	129	3
8949	30,99	5,5	30/01/2013	129	3
4990			30/01/2013		
3129	23,69	4,8	30/01/2013	95	2
3541			30/01/2013		
3500			30/01/2013		
3514			30/01/2013		
3524			30/01/2013		
3227			30/01/2013		
3537			30/01/2013		
3133	21,63	5,0	30/01/2013	118	2
9			30/01/2013		
4997			30/01/2013		
3504			30/01/2013		
4994	16,03	3,6	30/01/2013	26	1
3138	24,75	4,7	30/01/2013	87	2
8970	29,48	6,4	30/01/2013	73	2
4971	17,84	2,1	30/01/2013	96	1
5004			30/01/2013		
8932	17,11	2,1	30/01/2013	416	2
3532			30/01/2013		
3495			30/01/2013		
8959	16,37	3,2	30/01/2013	142	2
8946	16,27	2,9	30/01/2013	157	3
4978	13,92	3,2	30/01/2013	88	1
8941	22,94	5,3	30/01/2013	190	2
3507			30/01/2013		
4977			30/01/2013		
3509			30/01/2013		
3517			30/01/2013		
17			30/01/2013		
3230			30/01/2013		
14			30/01/2013		
7			30/01/2013		
1			30/01/2013		
3140	16,14	2,2	30/01/2013	480	1
3166	19,41	2,3	30/01/2013	271	1
4965	27,92	5,1	30/01/2013	66	1
8933	23,68	5,0	30/01/2013	245	2
3216			30/01/2013		
8932	18,09	2,1	31/01/2013	417	2
8941	23,89	5,5	31/01/2013	191	2
3133	18,07	4,4	31/01/2013	119	2
3541			31/01/2013		
17			31/01/2013		
3216			31/01/2013		
4997			31/01/2013		
4990			31/01/2013		
3129	22,71	5,2	31/01/2013	96	2
3140	6,93	1,5	31/01/2013	481	1
4977			31/01/2013		
8949	26,32	5,6	31/01/2013	130	3
3536			31/01/2013		
1			31/01/2013		
3166	14,51	1,6	31/01/2013	272	1
8933	24,02	4,9	31/01/2013	246	2
8959	19,32	3,3	31/01/2013	143	2
8936	25,71	5,2	31/01/2013	130	3
3507			31/01/2013		
4971	5,18	0,6	31/01/2013	97	1
4978	9,43	2,8	31/01/2013	89	1
3227			31/01/2013		
7			31/01/2013		
3504			31/01/2013		
3524			31/01/2013		
3230			31/01/2013		
9			31/01/2013		
4994	20,27	4,2	31/01/2013	27	1
3517			31/01/2013		
3509			31/01/2013		
3500			31/01/2013		
3138	18,18	4,5	31/01/2013	88	2
8946	23,91	3,9	31/01/2013	158	3
14			31/01/2013		
3532			31/01/2013		
3514			31/01/2013		
5004			31/01/2013		
3495			31/01/2013		
3505			31/01/2013		
8970	29,96	6,2	31/01/2013	74	2
4965	21,13	4,9	31/01/2013	67	1
3537			31/01/2013		
14			01/02/2013		
3138	28,03	5,4	01/02/2013	89	2
1			01/02/2013		
8970	28,66	5,8	01/02/2013	75	2
3536			01/02/2013		
3532			01/02/2013		
8946	26,62	4,9	01/02/2013	159	3
4971	23,13	2,1	01/02/2013	98	1
4994	19,05	3,7	01/02/2013	28	1
3495			01/02/2013		
8959	33,96	5,0	01/02/2013	144	2
7			01/02/2013		
17			01/02/2013		
5004			01/02/2013		
8932	14,91	1,8	01/02/2013	418	2
3537			01/02/2013		
4997			01/02/2013		
4977			01/02/2013		
4965	19,85	3,9	01/02/2013	68	1
3166	23,85	2,6	01/02/2013	273	1
3227			01/02/2013		
3230			01/02/2013		
3517			01/02/2013		
3509			01/02/2013		
8949	23,73	4,3	01/02/2013	131	3
4990			01/02/2013		
3541			01/02/2013		
3500			01/02/2013		
8941	21,21	4,8	01/02/2013	192	2
3129	21,63	4,5	01/02/2013	97	2
8933	29,92	5,6	01/02/2013	247	2
3133	23,05	5,4	01/02/2013	120	2
4978	24,49	6,3	01/02/2013	90	1
3216			01/02/2013		
8936	24,19	4,9	01/02/2013	131	3
3524			01/02/2013		
9			01/02/2013		
3505			01/02/2013		
3514			01/02/2013		
3140	16,19	2,3	01/02/2013	482	1
3507			01/02/2013		
3504			01/02/2013		
3507			02/02/2013		
8949	22,17	4,4	02/02/2013	132	3
7			02/02/2013		
14			02/02/2013		
4977			02/02/2013		
3216			02/02/2013		
3509			02/02/2013		
3230			02/02/2013		
4965	30,03	5,4	02/02/2013	69	1
3524			02/02/2013		
8946	19,97	3,5	02/02/2013	160	3
3536			02/02/2013		
3166	10,42	1,2	02/02/2013	274	1
4978	23,76	5,0	02/02/2013	91	1
17			02/02/2013		
3500			02/02/2013		
8936	25,91	5,0	02/02/2013	132	3
1			02/02/2013		
3541			02/02/2013		
9			02/02/2013		
3514			02/02/2013		
8970	30,58	6,5	02/02/2013	76	2
3138	27,79	5,5	02/02/2013	90	2
4990			02/02/2013		
3505			02/02/2013		
3537			02/02/2013		
8932	17,04	2,0	02/02/2013	419	2
5004			02/02/2013		
3129	26,28	5,4	02/02/2013	98	2
8959	28,18	4,1	02/02/2013	145	2
8941	19,83	4,6	02/02/2013	193	2
3140	16,16	2,2	02/02/2013	483	1
3517			02/02/2013		
3495			02/02/2013		
4994	17,30	3,5	02/02/2013	29	1
4997			02/02/2013		
3532			02/02/2013		
8933	23,50	4,3	02/02/2013	248	2
3227			02/02/2013		
3133	21,01	4,8	02/02/2013	121	2
3504			02/02/2013		
4971	17,60	2,2	02/02/2013	99	1
3495			03/02/2013		
14			03/02/2013		
3216			03/02/2013		
8970	20,45	4,6	03/02/2013	77	2
3500			03/02/2013		
4978	15,72	3,7	03/02/2013	92	1
3524			03/02/2013		
7			03/02/2013		
3505			03/02/2013		
4990			03/02/2013		
9			03/02/2013		
8933	20,46	4,1	03/02/2013	249	2
4965	29,55	5,7	03/02/2013	70	1
3536			03/02/2013		
3129	14,75	2,9	03/02/2013	99	2
3537			03/02/2013		
3140	13,64	2,2	03/02/2013	484	1
3166	17,07	1,8	03/02/2013	275	1
3532			03/02/2013		
3230			03/02/2013		
17			03/02/2013		
3517			03/02/2013		
4994	15,86	4,3	03/02/2013	30	1
3514			03/02/2013		
4971	14,25	2,0	03/02/2013	100	1
8959	16,44	4,2	03/02/2013	146	2
3507			03/02/2013		
3509			03/02/2013		
3227			03/02/2013		
3138	18,99	5,5	03/02/2013	91	2
8941	20,55	5,1	03/02/2013	194	2
8932	16,75	2,0	03/02/2013	420	2
1			03/02/2013		
3541			03/02/2013		
8949	14,51	4,5	03/02/2013	133	3
8936	25,27	5,4	03/02/2013	133	3
4997			03/02/2013		
8946	20,12	4,3	03/02/2013	161	3
3133	18,63	4,3	03/02/2013	122	2
4977			03/02/2013		
3504			03/02/2013		
5004			03/02/2013		
3507			04/02/2013		
3524			04/02/2013		
7			04/02/2013		
3517			04/02/2013		
3504			04/02/2013		
8936	18,21	3,9	04/02/2013	134	3
8946	17,79	4,0	04/02/2013	162	3
8932	15,69	1,9	04/02/2013	421	2
3500			04/02/2013		
4977			04/02/2013		
1			04/02/2013		
8959	23,17	3,6	04/02/2013	147	2
5004			04/02/2013		
4965	23,28	4,6	04/02/2013	71	1
3505			04/02/2013		
3509			04/02/2013		
9			04/02/2013		
3514			04/02/2013		
4990			04/02/2013		
4997			04/02/2013		
3537			04/02/2013		
3495			04/02/2013		
14			04/02/2013		
8949	23,34	5,6	04/02/2013	134	3
8933	27,17	5,3	04/02/2013	250	2
3532			04/02/2013		
3138	24,47	5,1	04/02/2013	92	2
4971	12,23	1,8	04/02/2013	101	1
3129	23,18	6,2	04/02/2013	100	2
3140	11,46	1,8	04/02/2013	485	1
3227			04/02/2013		
4978	24,71	6,1	04/02/2013	93	1
3166	16,40	1,9	04/02/2013	276	1
8941	15,08	4,8	04/02/2013	195	2
17			04/02/2013		
4994	18,31	4,8	04/02/2013	31	1
8970	25,60	6,0	04/02/2013	78	2
3541			04/02/2013		
3133	22,22	5,0	04/02/2013	123	2
3230			04/02/2013		
3216			04/02/2013		
3536			04/02/2013		
3537			05/02/2013		
4978	25,86	5,3	05/02/2013	94	1
4990			05/02/2013		
8959	20,95	2,9	05/02/2013	148	2
8936	26,42	5,5	05/02/2013	135	3
3129	24,69	4,9	05/02/2013	101	2
3216			05/02/2013		
14			05/02/2013		
3138	19,40	3,9	05/02/2013	93	2
8946	23,70	4,3	05/02/2013	163	3
8949	28,30	4,8	05/02/2013	135	3
3133	25,66	5,8	05/02/2013	124	2
8970	26,06	6,7	05/02/2013	79	2
3227			05/02/2013		
3230			05/02/2013		
3532			05/02/2013		
17			05/02/2013		
7			05/02/2013		
1			05/02/2013		
3507			05/02/2013		
9			05/02/2013		
4971	19,51	2,2	05/02/2013	102	1
3524			05/02/2013		
4965	30,75	5,8	05/02/2013	72	1
3514			05/02/2013		
8933	30,30	5,6	05/02/2013	251	2
8932	17,09	2,0	05/02/2013	422	2
3517			05/02/2013		
3509			05/02/2013		
3495			05/02/2013		
3504			05/02/2013		
4997			05/02/2013		
3536			05/02/2013		
3500			05/02/2013		
8941	20,82	5,0	05/02/2013	196	2
4994	19,62	4,0	05/02/2013	32	1
5004			05/02/2013		
3140	13,89	1,9	05/02/2013	486	1
3166	22,38	2,5	05/02/2013	277	1
3541			05/02/2013		
4977			05/02/2013		
3505			05/02/2013		
9			06/02/2013		
8933	28,67	5,1	06/02/2013	252	2
8970	26,50	4,5	06/02/2013	80	2
4977			06/02/2013		
4978	19,42	3,9	06/02/2013	95	1
3216			06/02/2013		
3517			06/02/2013		
8941	19,85	4,9	06/02/2013	197	2
7			06/02/2013		
3129	20,98	4,2	06/02/2013	102	2
8936	25,07	5,0	06/02/2013	136	3
3514			06/02/2013		
5004			06/02/2013		
3532			06/02/2013		
3138	28,66	5,6	06/02/2013	94	2
3133	16,60	3,8	06/02/2013	125	2
14			06/02/2013		
3537			06/02/2013		
8946	21,89	3,9	06/02/2013	164	3
8959	24,68	3,8	06/02/2013	149	2
3500			06/02/2013		
3227			06/02/2013		
3507			06/02/2013		
8949	33,41	5,8	06/02/2013	136	3
3536			06/02/2013		
3505			06/02/2013		
3524			06/02/2013		
4990			06/02/2013		
3541			06/02/2013		
17			06/02/2013		
3140	13,22	1,6	06/02/2013	487	1
4965	23,45	4,4	06/02/2013	73	1
3504			06/02/2013		
4994	18,03	3,6	06/02/2013	33	1
3495			06/02/2013		
1			06/02/2013		
3230			06/02/2013		
3509			06/02/2013		
8932	18,42	2,0	06/02/2013	423	2
4997			06/02/2013		
4971	6,50	0,8	06/02/2013	103	1
3166	16,44	1,9	06/02/2013	278	1
3140	17,42	2,3	07/02/2013	488	1
4977			07/02/2013		
8959	33,45	4,9	07/02/2013	150	2
8941	21,06	5,1	07/02/2013	198	2
3507			07/02/2013		
8970	38,44	7,9	07/02/2013	81	2
4994	17,84	3,5	07/02/2013	34	1
8933	28,69	5,2	07/02/2013	253	2
1			07/02/2013		
3509			07/02/2013		
4978	20,50	4,4	07/02/2013	96	1
3138	18,26	3,4	07/02/2013	95	2
4971	16,92	2,2	07/02/2013	104	1
3524			07/02/2013		
3536			07/02/2013		
3541			07/02/2013		
3500			07/02/2013		
8946	20,96	4,0	07/02/2013	165	3
3166	12,64	1,5	07/02/2013	279	1
3504			07/02/2013		
3133	28,76	6,3	07/02/2013	126	2
3216			07/02/2013		
3227			07/02/2013		
3532			07/02/2013		
17			07/02/2013		
3495			07/02/2013		
8936	25,42	5,2	07/02/2013	137	3
4997			07/02/2013		
8949	27,06	5,2	07/02/2013	137	3
4990			07/02/2013		
9			07/02/2013		
4965	25,60	4,9	07/02/2013	74	1
3514			07/02/2013		
3129	28,29	5,9	07/02/2013	103	2
14			07/02/2013		
7			07/02/2013		
5004			07/02/2013		
3505			07/02/2013		
8932	16,56	1,9	07/02/2013	424	2
3517			07/02/2013		
3537			07/02/2013		
3230			07/02/2013		
5004			08/02/2013		
8959	28,85	4,2	08/02/2013	151	2
3537			08/02/2013		
8933	24,52	4,6	08/02/2013	254	2
8941	22,51	5,3	08/02/2013	199	2
4965	26,37	5,2	08/02/2013	75	1
3129	20,10	4,3	08/02/2013	104	2
3138	33,65	5,8	08/02/2013	96	2
3140	15,53	2,2	08/02/2013	489	1
4971	10,84	1,6	08/02/2013	105	1
3517			08/02/2013		
17			08/02/2013		
4978	27,27	5,5	08/02/2013	97	1
3509			08/02/2013		
1			08/02/2013		
3227			08/02/2013		
3500			08/02/2013		
8970	20,81	4,5	08/02/2013	82	2
4990			08/02/2013		
4977			08/02/2013		
3505			08/02/2013		
3216			08/02/2013		
3536			08/02/2013		
4994	21,69	4,4	08/02/2013	35	1
3507			08/02/2013		
3541			08/02/2013		
3532			08/02/2013		
3166	21,07	2,5	08/02/2013	280	1
3524			08/02/2013		
8932	17,30	2,0	08/02/2013	425	2
3133	20,40	4,8	08/02/2013	127	2
3504			08/02/2013		
14			08/02/2013		
7			08/02/2013		
3230			08/02/2013		
3514			08/02/2013		
8936	25,12	5,1	08/02/2013	138	3
8946	22,87	4,2	08/02/2013	166	3
4997			08/02/2013		
9			08/02/2013		
8949	21,64	4,2	08/02/2013	138	3
3495			08/02/2013		
3505			09/02/2013		
3166	13,09	2,0	09/02/2013	281	1
3537			09/02/2013		
7			09/02/2013		
4978	17,61	4,0	09/02/2013	98	1
3227			09/02/2013		
8932	15,33	1,9	09/02/2013	426	2
3230			09/02/2013		
4994	22,17	4,5	09/02/2013	36	1
3495			09/02/2013		
3514			09/02/2013		
3507			09/02/2013		
3541			09/02/2013		
4965	24,14	4,9	09/02/2013	76	1
3138	25,00	4,7	09/02/2013	97	2
3133	22,82	5,1	09/02/2013	128	2
17			09/02/2013		
3536			09/02/2013		
3140	12,85	1,8	09/02/2013	490	1
8970	33,81	7,4	09/02/2013	83	2
3517			09/02/2013		
8946	21,07	3,9	09/02/2013	167	3
14			09/02/2013		
3500			09/02/2013		
1			09/02/2013		
3216			09/02/2013		
4990			09/02/2013		
3129	26,53	5,5	09/02/2013	105	2
8933	25,97	4,9	09/02/2013	255	2
9			09/02/2013		
8936	23,43	4,9	09/02/2013	139	3
8949	23,57	4,6	09/02/2013	139	3
4977			09/02/2013		
8941	23,65	5,3	09/02/2013	200	2
4971	15,20	2,0	09/02/2013	106	1
3524			09/02/2013		
3509			09/02/2013		
3532			09/02/2013		
8959	23,70	4,1	09/02/2013	152	2
4997			09/02/2013		
5004			09/02/2013		
3504			09/02/2013		
8970	21,81	4,5	10/02/2013	84	2
3537			10/02/2013		
8941	24,23	5,4	10/02/2013	201	2
3140	15,92	2,2	10/02/2013	491	1
4997			10/02/2013		
3509			10/02/2013		
5004			10/02/2013		
3138	24,11	4,9	10/02/2013	98	2
4971	14,53	1,9	10/02/2013	107	1
4978	29,36	6,2	10/02/2013	99	1
4990			10/02/2013		
3541			10/02/2013		
3517			10/02/2013		
3166	15,83	2,0	10/02/2013	282	1
3507			10/02/2013		
4977			10/02/2013		
8949	34,90	6,0	10/02/2013	140	3
3230			10/02/2013		
14			10/02/2013		
3129	20,76	4,2	10/02/2013	106	2
3216			10/02/2013		
3536			10/02/2013		
3500			10/02/2013		
3524			10/02/2013		
8946	23,45	4,3	10/02/2013	168	3
7			10/02/2013		
8933	27,99	5,1	10/02/2013	256	2
3133	18,97	4,1	10/02/2013	129	2
3227			10/02/2013		
17			10/02/2013		
9			10/02/2013		
3532			10/02/2013		
4994	18,08	3,7	10/02/2013	37	1
1			10/02/2013		
3514			10/02/2013		
8936	22,76	4,8	10/02/2013	140	3
3504			10/02/2013		
4965	24,43	4,6	10/02/2013	77	1
8932	17,72	2,1	10/02/2013	427	2
8959	14,48	2,5	10/02/2013	153	2
3495			10/02/2013		
3505			10/02/2013		
14			11/02/2013		
3507			11/02/2013		
3227			11/02/2013		
3524			11/02/2013		
8959	25,61	3,8	11/02/2013	154	2
4990			11/02/2013		
3541			11/02/2013		
7			11/02/2013		
5004			11/02/2013		
3166	15,65	2,0	11/02/2013	283	1
8932	16,95	2,0	11/02/2013	428	2
8949	29,08	5,0	11/02/2013	141	3
3532			11/02/2013		
17			11/02/2013		
3140	9,20	1,3	11/02/2013	492	1
3495			11/02/2013		
4997			11/02/2013		
4977			11/02/2013		
8970	33,09	7,1	11/02/2013	85	2
3537			11/02/2013		
1			11/02/2013		
3517			11/02/2013		
4971	16,48	1,9	11/02/2013	108	1
3230			11/02/2013		
3133	26,56	6,0	11/02/2013	130	2
4994	18,04	3,7	11/02/2013	38	1
3505			11/02/2013		
3504			11/02/2013		
8933	29,11	5,4	11/02/2013	257	2
3138	26,06	5,0	11/02/2013	99	2
4978	24,78	5,2	11/02/2013	100	1
3514			11/02/2013		
8941	17,29	3,9	11/02/2013	202	2
8946	18,59	3,6	11/02/2013	169	3
4965	29,84	5,7	11/02/2013	78	1
9			11/02/2013		
3536			11/02/2013		
3129	23,47	4,7	11/02/2013	107	2
3509			11/02/2013		
3500			11/02/2013		
8936	25,47	5,3	11/02/2013	141	3
3216			11/02/2013		
8933	24,73	4,5	12/02/2013	258	2
1			12/02/2013		
8946	21,54	3,5	12/02/2013	170	3
4990			12/02/2013		
3514			12/02/2013		
3517			12/02/2013		
3509			12/02/2013		
7			12/02/2013		
3138	29,81	5,8	12/02/2013	100	2
